listing_id,price,borough,neighbourhood,price_per_month,latitude,longitude,description,room_type,host_name,last_review,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,booked_days_365
23668754,110,Brooklyn, Park Slope,3345.833333,40.6701,-73.98151,Sunlit Charming Studio in Park Slope,entire home/apt,Emily,2019-06-25,30,25,1.63,1,125,240
23668849,400,Manhattan, Hell's Kitchen,12166.66667,40.75869,-73.99068,‚ôî 1min to Center of Times Square & 42nd St. ‚ôî,private room,Edwin,2019-06-24,2,19,1.33,1,166,199
23669006,360,Bronx, Spuyten Duyvil,10950.0,40.88316,-73.91151,"4 bdrm Riverdale apt, 15-30 minutes to Manhattan",entire home/apt,Mj,2019-06-16,2,8,0.51,1,71,294
23669328,50,Brooklyn, Bushwick,1520.833333,40.68754,-73.91411,Private Bedroom in Apartment in Bushwick & Bedstuy,private room,Dylan,2019-06-28,1,80,5.1,1,57,308
23670513,26,Bronx, Olinville,790.8333333,40.88455,-73.86587,Nice place for ladies only,shared room,Sissy,2019-03-07,1,10,0.67,1,312,53
23671009,189,Brooklyn, South Slope,5748.75,40.66094,-73.98652,"PARK SLOPE REDESIGNED apt 2 BDRS trains F,G,R,2,3!",entire home/apt,Sophia,2019-03-10,1,5,0.43,5,270,95
23681735,400,Manhattan, East Village,12166.66667,40.72619,-73.99019,1 Bedroom Apt with Terrace in East Village-Terrace,entire home/apt,East Village,2019-06-03,4,8,0.51,4,161,204
23683049,245,Manhattan, Harlem,7452.083333,40.82733,-73.94937,Luxurious Three Bedroom,entire home/apt,Alexis,2019-06-26,3,28,1.74,1,272,93
23683520,125,Brooklyn, Bedford-Stuyvesant,3802.083333,40.6832,-73.93469,Brownstone 439,entire home/apt,Antoinette,2019-06-26,2,53,3.44,1,215,150
23683924,220,Manhattan, Civic Center,6691.666667,40.71353,-73.99925,Stunning designer loft in the heart of Downtown,entire home/apt,Patrizio,2019-05-01,15,4,0.25,1,9,356
23684655,55,Queens, Ridgewood,1672.916667,40.70741,-73.91421,Comfy and Spacious Oasis in Artsy Neighborhood,private room,Ermina,2019-05-25,3,13,0.82,1,83,282
23684864,250,Brooklyn, Fort Greene,7604.166667,40.69392,-73.97114,Fort Greene 3 bedroom duplex apartment,entire home/apt,Amir,2019-06-23,3,37,2.39,2,140,225
23684973,110,Manhattan, Gramercy,3345.833333,40.7368,-73.98518,"Gramercy Park. Private, on the park",private room,Emmanuel,2019-06-23,1,69,4.34,1,176,189
23686606,175,Manhattan, Harlem,5322.916667,40.8067,-73.95621,Huge 1BR Wes Anderson Style Manhattan Apartment,entire home/apt,Kaiti,2019-06-23,3,43,2.89,1,37,328
23687344,81,Manhattan, Harlem,2463.75,40.80554,-73.95586,"Large Room in Brownstone, heart of historic Harlem",private room,Tara & Carl,2019-07-03,4,41,2.56,2,28,337
23690062,75,Manhattan, Hell's Kitchen,2281.25,40.76502,-73.98702,Beautiful Shared Apt in West Midtown,shared room,Gúney,2019-06-23,1,59,3.64,6,174,191
23691189,37,Brooklyn, Bedford-Stuyvesant,1125.416667,40.69475,-73.9405,"Bright cozy room near Subway (M, J, Z, G trains)",shared room,Sergii,2019-01-13,30,3,0.21,10,342,23
23691588,32,Brooklyn, Bedford-Stuyvesant,973.3333333,40.69312,-73.94073,Spacious shared room in modern Bed-Stuy,shared room,Sergii,2019-03-16,31,4,0.28,10,341,24
23692933,200,Manhattan, West Village,6083.333333,40.72884,-74.00285,Luxury Townhouse w Balcony in West Village / Soho,entire home/apt,Gabriella,2019-06-02,5,54,3.34,1,242,123
23696307,150,Brooklyn, Bedford-Stuyvesant,4562.5,40.69219,-73.95851,"Lovely 2 bdr loft in Clinton Hill, Brooklyn",entire home/apt,Nina,2019-06-09,3,11,0.8,1,2,363
23696695,70,Brooklyn, Bedford-Stuyvesant,2129.166667,40.68486,-73.93822,Large and bright private space in shared house!,private room,Anne-Katrin,2019-06-09,1,2,0.15,2,0,365
23700333,108,Manhattan, Midtown,3285.0,40.74995,-73.98602,Private room only 1 min from Empire state Building,private room,Rina,2019-04-28,3,7,0.44,1,0,365
23702317,105,Manhattan, Harlem,3193.75,40.81304,-73.9456,The Greenland In Harlem NYC,private room,Virginia,2019-06-30,1,35,3.04,2,60,305
23702356,147,Manhattan, Harlem,4471.25,40.81274,-73.9455,The Yellow CropTop in Harlem NYC,private room,Virginia,2019-04-22,1,3,0.3,2,57,308
23703345,139,Brooklyn, East New York,4227.916667,40.6663,-73.87448,Home Away From Home-2,entire home/apt,Karen,2019-06-24,3,25,1.61,2,70,295
23709995,80,Manhattan, Chinatown,2433.333333,40.71735,-73.99956,Comfortable 1 Bedroom Gem in Chinatown / Lil Italy,entire home/apt,Michelle,2019-06-27,1,73,4.54,1,183,182
23710983,75,Brooklyn, Prospect-Lefferts Gardens,2281.25,40.65626,-73.9577,Private light filled room in spacious apartment,private room,Shani & Emily,2019-01-01,4,6,0.39,2,0,365
23712143,40,Bronx, Morrisania,1216.666667,40.82434,-73.91377,2e chambre pour 1 personne o√π couple,private room,Ibrahim Maiga,2019-07-04,2,80,5.01,2,291,74
23713825,80,Manhattan, East Harlem,2433.333333,40.80386,-73.93618,Private Room,private room,Claudio,2019-07-07,1,47,3.41,3,178,187
23714194,220,Manhattan, Lower East Side,6691.666667,40.71908,-73.98379,Spacious Sunny Studio- heart of Lower East Side,entire home/apt,Brooke,2019-05-13,2,40,2.51,1,1,364
23714854,119,Manhattan, Two Bridges,3619.583333,40.71262,-73.99592,Gorgeous Room in Downtown Designer Apartment,private room,Tess,2019-05-15,3,17,1.31,2,86,279
23718065,60,Queens, Long Island City,1825.0,40.75373,-73.91902,Room for rent in a family house,private room,Alexandra,2019-06-30,1,1,1.0,1,326,39
23719597,178,Manhattan, East Village,5414.166667,40.73294,-73.98847,1 BR Near Union Square - a bridge to all boroughs,entire home/apt,Harry,2019-06-05,3,40,2.75,2,83,282
23723855,175,Manhattan, Upper West Side,5322.916667,40.79114,-73.9671,Sunny Room in Townhouse near Central Park,private room,Sarah,2019-06-27,4,11,0.77,2,63,302
23725946,130,Brooklyn, Clinton Hill,3954.166667,40.69404,-73.96233,Cozy Oasis is Clinton Hill.,entire home/apt,Khorkhe,2019-06-23,3,15,1.06,1,41,324
23727037,135,Brooklyn, East Flatbush,4106.25,40.64174,-73.93193,Brooklyn's Best Kept Secret,entire home/apt,Charlene,2019-07-03,2,26,2.21,4,29,336
23727326,100,Queens, Glendale,3041.666667,40.69589,-73.89572,Spacious brand new apartment 2 bedrooms - 2bath,entire home/apt,Kalani,2019-07-05,2,57,3.68,2,267,98
23727923,325,Queens, Astoria,9885.416667,40.75569,-73.92175,2 Bedroom Apt Newly renovated-10 Min to Times SQ.,entire home/apt,Kimberley,2019-07-03,2,2,2.0,2,365,0
23728057,150,Brooklyn, Crown Heights,4562.5,40.67363,-73.91385,Luxurious Brooklyn Getaway - Two Bedroom Apartment,entire home/apt,Joycelyn,2019-06-29,2,49,3.31,3,210,155
23728069,100,Brooklyn, Flatbush,3041.666667,40.64448,-73.96397,Marlborough Road Air BnB,entire home/apt,Mel,2019-07-01,4,20,1.25,1,328,37
23729632,75,Brooklyn, Williamsburg,2281.25,40.71166,-73.95955,"Sunny, clean & cozy room in Williamsburg",private room,Mafer,2019-07-03,6,25,1.79,1,84,281
23733244,130,Brooklyn, Bushwick,3954.166667,40.68965,-73.91648,Bushwick Oasis,private room,Florentino & Brian,2019-06-18,2,30,2.05,1,290,75
23741795,105,Brooklyn, Crown Heights,3193.75,40.67774,-73.95742,"Cozy, Eclectic Brooklyn Getaway",entire home/apt,Chiara,2019-06-24,1,39,2.44,1,38,327
23743988,150,Manhattan, Upper West Side,4562.5,40.7943,-73.967,"PRIVATE CLEAN APARTMENT, NEXT TO CENTRAL PARK!",entire home/apt,Whitney,2019-05-08,3,42,2.72,1,3,362
23744762,57,Bronx, Concourse Village,1733.75,40.83086,-73.92025,Large Yankee stadium Bronx bedroom in spacious apt,private room,Genae,2019-03-11,1,6,0.42,3,220,145
23745442,50,Queens, Flushing,1520.833333,40.7561,-73.80622,"COZY PRIVATE ROOM, FLUSHING QUEENS Big room",private room,Kevin,2019-06-17,1,63,3.94,3,156,209
23745732,325,Manhattan, East Village,9885.416667,40.73114,-73.98869,*Prime East Village* Quiet & Spacious 2BR Flat,entire home/apt,Andy,2019-06-18,5,44,2.77,1,179,186
23746579,300,Brooklyn, Williamsburg,9125.0,40.71603,-73.95432,"Spacious,sunny, artistic loft by the L train",entire home/apt,Alex,2019-07-05,1,70,4.63,3,1,364
23747164,150,Queens, Long Island City,4562.5,40.75815,-73.92893,"Artsy NYC Apt & BACKYARD, 7 Minutes to Manhattan",entire home/apt,Suzane,2019-06-30,4,41,2.65,1,175,190
23747957,250,Manhattan, East Harlem,7604.166667,40.80185,-73.94515,Modern Harlem Gem,entire home/apt,Alex & Yoly,2019-06-30,2,17,5.54,1,47,318
23748601,112,Brooklyn, Bedford-Stuyvesant,3406.666667,40.68352,-73.92009,"Spacious Park View Parlor Floor, Artists Townhouse",entire home/apt,Juliette,2019-05-26,2,48,3.04,1,0,365
23749162,175,Manhattan, West Village,5322.916667,40.74069,-74.00546,West Village Paradise - Large 1 bedroom,entire home/apt,Emanuel,2019-06-09,3,18,1.13,1,175,190
23750601,100,Brooklyn, Bedford-Stuyvesant,3041.666667,40.68052,-73.92952,Charming & inviting Brooklyn Brownstone apartment,entire home/apt,Julia,2019-04-08,2,25,1.55,1,65,300
23752247,280,Manhattan, West Village,8516.666667,40.7328,-74.00306,Super sunny 1BR apartment in West Village,entire home/apt,Cory,2019-05-10,3,9,0.56,1,0,365
23752922,750,Brooklyn, Williamsburg,22812.5,40.71339,-73.94873,Luxurious Townhouse in Williamsburg,entire home/apt,Pascal-Louis,2019-01-01,5,2,0.13,2,178,187
23756498,125,Brooklyn, Flatbush,3802.083333,40.64296,-73.95238,Private and Cozy in the Heart of Flatbush Avenue,entire home/apt,Jude,2019-06-25,2,31,2.93,1,64,301
23760168,105,Brooklyn, Bushwick,3193.75,40.68609,-73.90733,"HUGE *SUITE*, with EN SUITE, AC/Heat",entire home/apt,Kellie & Joachim,2019-07-01,2,80,5.08,2,77,288
23761645,69,Bronx, Wakefield,2098.75,40.89691,-73.85121,2BR Wakefield Bronx 20 min NYC 10 min  Westchester,entire home/apt,Paul,2019-02-27,21,11,0.75,4,343,22
23761707,47,Bronx, Concourse Village,1429.583333,40.83218,-73.91951,Large Private Room. Safe area. Near 4 and D trains,private room,Vas,2019-05-15,5,61,3.8,1,130,235
23762605,120,Manhattan, Upper West Side,3650.0,40.80172,-73.96177,"Luxury Bedroom in  a Cozy, Relaxed NYC Atmosphere!",private room,Saphira,2019-04-30,5,9,0.62,2,0,365
23763367,89,Queens, Astoria,2707.083333,40.77451,-73.92712,Astoria Prime,entire home/apt,Jay,2019-06-29,2,68,4.33,1,64,301
23765706,172,Manhattan, Chelsea,5231.666667,40.75068,-73.99811,Beautiful Large 1br in the middle of Manhattan,entire home/apt,Petar,2019-03-31,30,6,0.5,1,195,170
23765937,550,Brooklyn, Williamsburg,16729.16667,40.71832,-73.96354,Huge Williamsburg Loft w/ kids friendly amenities.,entire home/apt,Emerson,2019-07-05,5,3,0.28,1,38,327
23768711,149,Queens, Flushing,4532.083333,40.75665,-73.83317,"Flushing ÊóÖÊ∏∏,Êé¢‰∫≤,ÁïôÂ≠¶ÁîüÈ¶ñÈÄâ private bedrm, bath, livingrm",entire home/apt,Tony,2019-06-28,2,28,1.81,7,63,302
23769218,149,Queens, Flushing,4532.083333,40.75611,-73.83271,Better than hotel whole apt next 2 MAIN ST Flushin,entire home/apt,Tony,2019-06-30,2,28,1.78,7,74,291
23772252,96,Brooklyn, Williamsburg,2920.0,40.71586,-73.94044,"Large, Sunny Williamsburg Apt - Private Room :)",private room,Dasha,2019-01-02,2,9,0.77,1,0,365
23772767,125,Brooklyn, Williamsburg,3802.083333,40.71865,-73.94951,First floor #6,private room,Angie,2019-05-27,30,13,0.86,6,255,110
23773431,45,Brooklyn, Bedford-Stuyvesant,1368.75,40.69389,-73.93472,Comfortable home in the heart of it all,private room,Alexi,2019-03-24,1,5,0.33,2,0,365
23775392,75,Brooklyn, Prospect Heights,2281.25,40.67657,-73.96465,"Big, Sunny 1 Bed- Roof Top Access-Central Location",private room,Jonathon André,2019-06-23,2,7,4.2,1,17,348
23779181,30,Manhattan, East Harlem,912.5,40.79232,-73.94634,Sunny Bedroom in East Harlem,private room,Ty,2019-04-29,4,5,0.33,3,0,365
23784498,200,Brooklyn, Bedford-Stuyvesant,6083.333333,40.68891,-73.93663,Entire 2 bedroom Brownstone apt - Bedstuy Brooklyn,entire home/apt,Rebeca,2019-06-14,3,28,1.78,1,25,340
23784779,160,Manhattan, Two Bridges,4866.666667,40.71179,-73.99848,Downtown private room (Queen Bed) + BREAKFAST,private room,Jayu,2019-07-06,2,129,8.27,1,3,362
23785875,300,Manhattan, Washington Heights,9125.0,40.85395,-73.93335,Large Manhattan Duplex 30 mins to Times Square!,entire home/apt,Asia,2019-07-01,4,31,2.16,1,286,79
23788475,90,Manhattan, Hell's Kitchen,2737.5,40.76601,-73.98651,Clean Room right by Columbus Circle / Central Park,private room,Ken,2019-06-13,1,70,4.46,2,21,344
23788708,375,Manhattan, Hell's Kitchen,11406.25,40.76934,-73.98782,"Location! Location! Location! Quiet and Cozy, 3 bd",entire home/apt,Joe,2019-06-19,2,22,1.65,4,77,288
23789480,50,Brooklyn, East Flatbush,1520.833333,40.64016,-73.94057,Queen Charlotte‚Äôs in B‚Äôklyn  (accommodation for 1),private room,Leah,2019-05-27,2,35,2.22,4,296,69
23790556,89,Manhattan, East Village,2707.083333,40.73099,-73.98477,A private bedroom in the Heart of the East Village,private room,Linnea,2019-06-28,1,114,7.97,1,38,327
23790744,60,Manhattan, Harlem,1825.0,40.80442,-73.95629,Park-lovers Paradise in Central Manhattan,private room,Susannah,2019-07-07,1,77,4.97,1,132,233
23791349,100,Brooklyn, Bushwick,3041.666667,40.68868,-73.90595,Modern style apartment in the heart of Bushwick,entire home/apt,Kerelle,2019-02-11,1,13,1.16,1,34,331
23792606,65,Brooklyn, Greenpoint,1977.083333,40.72161,-73.94115,Newest private room / 15 mins to Manhattan,private room,Sergii,2019-04-02,30,3,0.19,10,341,24
23792656,125,Brooklyn, Prospect-Lefferts Gardens,3802.083333,40.65924,-73.94959,G&G Brooklyn Palace,entire home/apt,Garcia,2019-06-29,2,68,4.45,1,290,75
23799904,85,Queens, Flushing,2585.416667,40.76035,-73.82181,Bright and Beautiful 1BR in Downtown Flushing,entire home/apt,Alan,2019-06-30,30,3,0.2,15,256,109
23803334,86,Brooklyn, Williamsburg,2615.833333,40.71725,-73.95704,Cozy private room in the Heart of Williamsurg!,private room,Sarah,2019-06-23,2,34,2.34,1,156,209
23804783,99,Manhattan, Harlem,3011.25,40.83093,-73.94724,"Zen Private Bedroom ~Hamilton Heights, NY",private room,Allan C.,2019-01-04,1,10,0.96,6,31,334
23807257,270,Manhattan, Harlem,8212.5,40.80551,-73.94905,Historic Brownstone - Full Floor - Central Harlem,entire home/apt,Chance,2019-06-22,3,23,1.56,1,17,348
23807600,195,Queens, Jackson Heights,5931.25,40.75122,-73.87977,A Gem close to every Borough in NYC!!,entire home/apt,Andrea,2019-06-17,3,23,1.49,1,302,63
23807689,110,Manhattan, Lower East Side,3345.833333,40.72051,-73.98357,Il Ponte *LES* Suite - free street Parking & Wifi,entire home/apt,Ez,2019-05-27,30,54,3.4,5,193,172
23809758,75,Brooklyn, Bushwick,2281.25,40.70329,-73.92213,Modern Home with Exposed Brick on a Quiet Street,private room,David,2019-06-27,1,20,1.27,1,89,276
23809978,55,Brooklyn, Columbia St,1672.916667,40.68183,-74.00369,2 bedrooms in a Red Hook Brooklyn home!,private room,Jeffrey,2019-06-28,2,7,0.53,5,188,177
23810398,35,Brooklyn, Crown Heights,1064.583333,40.67825,-73.94748,Bed Stuy Brownstone 50 steps to the Train :),private room,Felisha,2019-07-02,1,45,2.83,1,28,337
23811416,129,Manhattan, Hell's Kitchen,3923.75,40.76318,-73.98838,‚òÖMinimalist Spacious Bright sunny room in Midtown‚òÖ,private room,Nour,2019-06-23,5,94,5.95,2,110,255
23811541,139,Manhattan, Theater District,4227.916667,40.76155,-73.98619,"Luxury Apartment close to Time Square, NYC",private room,Aravind,2019-05-27,3,10,1.24,1,189,176
23812583,129,Manhattan, Hell's Kitchen,3923.75,40.76489,-73.98822,‚òÖ Clean/Trendy/Sunny room ‚òÖ in the center of NYC,private room,Nour,2019-06-19,5,97,6.11,2,114,251
23820164,85,Brooklyn, Bedford-Stuyvesant,2585.416667,40.68089,-73.91112,The Spark Spot,entire home/apt,Jasmaine,2019-06-25,5,28,2.28,1,32,333
23820465,105,Queens, Astoria,3193.75,40.75941,-73.92498,Suite Dante-15 min Central Park+free street park,entire home/apt,Ez,2019-06-08,30,25,2.54,5,235,130
23820538,600,Brooklyn, Williamsburg,18250.0,40.71201,-73.95882,Large 3 Bedroom Loft in Heart of Williamsburg,entire home/apt,Nadira,2019-06-17,3,14,0.98,1,167,198
23820909,110,Brooklyn, Williamsburg,3345.833333,40.71097,-73.95895,Charming Bright Apartment Minutes From Manhattan,entire home/apt,Kris,2019-06-04,3,11,1.05,1,90,275
23821848,280,Brooklyn, Williamsburg,8516.666667,40.72156,-73.96043,"Bright, super spacious 1.5 bedroom apt",entire home/apt,Quentin,2019-01-01,6,6,0.39,1,11,354
23822397,75,Brooklyn, Bushwick,2281.25,40.70336,-73.91998,Sunny room in Bushwick loft with private balcony,private room,Johnny,2019-07-01,3,25,1.62,3,167,198
23827905,30,Manhattan, Upper West Side,912.5,40.79368,-73.96373,Central Park View-Free Museum Tickets-Private Room,private room,Omar,2019-06-27,1,89,6.03,2,94,271
23837898,100,Brooklyn, Bedford-Stuyvesant,3041.666667,40.69174,-73.95921,The Sunset Affair,entire home/apt,Aj,2019-07-07,1,91,5.8,1,79,286
23838063,67,Brooklyn, Bushwick,2037.916667,40.69837,-73.93045,Spacious getaway room in the heart of Bushwick,private room,Kat,2019-06-30,5,34,2.31,1,102,263
23838400,200,Manhattan, East Village,6083.333333,40.7293,-73.98488,Spacious East village apartment,entire home/apt,Zander,2019-07-01,1,29,1.87,1,176,189
23838734,65,Manhattan, Harlem,1977.083333,40.80096,-73.9542,Bedroom in Harlem near Central Park,private room,Gilles,2019-07-01,6,12,0.75,2,8,357
23839013,110,Staten Island, Grymes Hill,3345.833333,40.61758,-74.09112,New 2-Bedrooms on Grymes Hill,entire home/apt,Sebastian,2019-06-25,2,69,4.47,1,19,346
23839200,49,Brooklyn, South Slope,1490.416667,40.66501,-73.98992,"Friendly, unpretentious, close to the subway",private room,Gustavo,2019-06-20,6,48,3.13,2,5,360
23839890,39,Manhattan, Harlem,1186.25,40.8282,-73.94973,Beautiful huge room with a lovely Bay Window,private room,Annie,2019-01-01,30,2,0.16,1,0,365
23839939,199,Manhattan, Chelsea,6052.916667,40.73959,-74.00105,"*Location, Location | Chelsea | Meat Packing*",entire home/apt,Sam,2019-07-02,3,36,2.44,1,293,72
23840030,65,Queens, Woodside,1977.083333,40.75608,-73.90535,"Cozy, Convenient 10 min from Manhattan !",private room,Antonia,2019-05-22,3,23,1.49,1,354,11
23842204,65,Brooklyn, Crown Heights,1977.083333,40.67227,-73.95246,Cozy Brooklyn Oasis 20min to Manhattan(for 1 or 2),private room,Beth,2019-07-06,3,24,4.59,1,9,356
23842721,47,Brooklyn, Bedford-Stuyvesant,1429.583333,40.68033,-73.94248,Wendy's New York Homestay,private room,Wendy,2019-06-26,2,27,2.05,1,272,93
23844034,110,Queens, Elmhurst,3345.833333,40.73841,-73.88276,Marce‚Äôs  Retreat- Perfection in NYC!,entire home/apt,L.Marce,2019-06-01,4,17,1.54,1,94,271
23849343,240,Manhattan, Murray Hill,7300.0,40.74792,-73.97979,Apartment in Midtown East,entire home/apt,Lisa,2019-05-26,3,6,0.4,1,0,365
23851659,45,Manhattan, Harlem,1368.75,40.80397,-73.95615,Cozy bedroom in the heart of South Harlem,private room,Frederic,2019-06-30,1,60,3.85,2,195,170
23852718,200,Brooklyn, Williamsburg,6083.333333,40.71549,-73.95579,"Sunlit Williamsburg Apartment, Prime Location",entire home/apt,Alex,2019-05-05,2,13,1.01,1,3,362
23855867,170,Manhattan, Stuyvesant Town,5170.833333,40.73101,-73.97347,HUGE 1 bedroom in Manhattan,entire home/apt,J,2019-06-16,1,17,1.12,2,0,365
23856563,125,Queens, Long Island City,3802.083333,40.74643,-73.94693,Sun-filled Artist Home 1BR in convenient L.I.C !,entire home/apt,Megan,2019-05-12,2,10,0.84,1,8,357
23857107,150,Manhattan, Tribeca,4562.5,40.71359,-74.01049,Spacious 1 Bedroom in TriBeCa,entire home/apt,Ryan,2019-06-11,3,8,0.51,1,66,299
23857631,50,Queens, Ridgewood,1520.833333,40.69651,-73.9057,Very convinced new room for 2 at affordable price,private room,Joey,2019-06-24,1,37,2.39,7,45,320
23857837,50,Queens, Ridgewood,1520.833333,40.69729,-73.90571,Renovated room perfect for 2 guests exploring NYC,private room,Joey,2019-06-24,1,22,1.53,7,59,306
23858270,90,Brooklyn, Bay Ridge,2737.5,40.62989,-74.02345,Renovated Studio Apt! Walk to the Subway & Ferry!,private room,MJ & Al,2019-07-08,3,34,2.24,1,231,134
23858353,60,Brooklyn, Bedford-Stuyvesant,1825.0,40.68907,-73.92806,A lovely taste of Brooklyn with this small bedroom,private room,Vika & Josh,2019-07-02,2,42,2.8,5,324,41
23858901,154,Brooklyn, Williamsburg,4684.166667,40.70743,-73.9416,Spacious Designer Furnished 2BR in E Williamsburg,entire home/apt,Marina,2019-06-07,3,5,0.35,1,80,285
23859194,80,Manhattan, Upper West Side,2433.333333,40.79806,-73.97416,Old School New York,private room,David,2019-06-24,2,22,1.44,1,0,365
23860219,2990,Manhattan, Nolita,90945.83333,40.72233,-73.99574,Designer's Beautiful 2BR Apartment in NOLITA/SOHO,entire home/apt,Ilo And Richard,2019-06-29,2,69,4.36,1,237,128
23861367,69,Brooklyn, Bushwick,2098.75,40.68469,-73.90761,"Love Nest, Just for 2",entire home/apt,S.,2019-06-23,3,64,4.06,2,219,146
23861801,30,Brooklyn, Bedford-Stuyvesant,912.5,40.68829,-73.93184,2 Sofa-beds in Livingroom- Check in: 5:45pm - 11pm,shared room,Ndeye Aissatou,2019-06-30,1,99,6.31,1,67,298
23870798,140,Manhattan, Lower East Side,4258.333333,40.71928,-73.98739,Genuine Lower East Side 1BR apt,entire home/apt,Jose,2019-06-22,2,23,1.51,1,0,365
23871290,55,Brooklyn, Park Slope,1672.916667,40.66799,-73.98162,"Bright, massive live/work space in Park Slope",private room,Katy,2019-04-14,2,2,0.13,1,0,365
23872299,50,Queens, Flushing,1520.833333,40.75619,-73.80482,"LARGE COZY PRIVATE ROOM, FLUSHING QUEENS Cozy room",private room,Kevin,2019-06-07,1,62,3.9,3,172,193
23874025,179,Manhattan, Financial District,5444.583333,40.70791,-74.00545,Sonder | 116 John | Bright 1BR + Gym,entire home/apt,Sonder,2019-02-26,29,2,0.36,96,333,32
23874196,45,Queens, Astoria,1368.75,40.76021,-73.9167,Comfortable and cozy room in the heart of Astoria.,private room,Nevine,2019-05-24,30,5,0.56,1,101,264
23874777,187,Manhattan, Financial District,5687.916667,40.70852,-74.0062,Sonder | 116 John | Lively 1BR + Gym,entire home/apt,Sonder,2019-05-28,29,1,0.71,96,332,33
23875745,249,Brooklyn, Williamsburg,7573.75,40.71312,-73.9634,Williamsburg large 2 Bedroom / 2 Bathroom,entire home/apt,Ann,2019-05-06,2,62,3.94,5,32,333
23876337,182,Manhattan, Financial District,5535.833333,40.70831,-74.00619,Sonder | 116 John | Warm 1BR + Gym,entire home/apt,Sonder,2019-01-01,29,2,0.21,96,259,106
23876348,40,Brooklyn, Bedford-Stuyvesant,1216.666667,40.67945,-73.90842,"Cozy Room for 3, Only 1 Block From The Subway!",private room,John,2019-04-28,2,20,1.28,3,3,362
23876355,60,Queens, Astoria,1825.0,40.76641,-73.9193,Clean an comfortable apartment,private room,Eliana,2019-04-11,3,6,0.42,1,156,209
23876927,50,Queens, Astoria,1520.833333,40.7577,-73.91639,BEST LOCATION IN NY,private room,Ana Y Hugo,2019-06-18,3,33,2.22,1,282,83
23877625,175,Brooklyn, Bedford-Stuyvesant,5322.916667,40.68311,-73.93124,Bright 2BR  Private Backyard 25 min to  Manhattan!,entire home/apt,Eva,2019-06-26,2,60,3.88,1,297,68
23877781,195,Brooklyn, Gowanus,5931.25,40.67705,-73.99655,"Modern Comfort in Carroll Gardens, Brooklyn",entire home/apt,Bernadette,2019-06-30,2,60,3.87,1,258,107
23879156,40,Brooklyn, Bedford-Stuyvesant,1216.666667,40.67936,-73.9072,"Best Room for 3, Only 1 Block From The Subway!",private room,John,2019-04-28,2,41,2.59,3,0,365
23879304,60,Bronx, University Heights,1825.0,40.85989,-73.91189,Beautiful room,private room,Elizabeth,2019-01-01,2,7,0.46,2,156,209
23890947,72,Manhattan, Upper West Side,2190.0,40.802,-73.96605,"106th and Amsterdam open, spacious apartment!",private room,Jessica,2019-06-30,1,5,0.41,1,32,333
23893916,100,Brooklyn, Bedford-Stuyvesant,3041.666667,40.68229,-73.93261,Comfortable 2-Room Studio Apt with Backyard,entire home/apt,Michele & Lucien,2019-05-24,3,48,3.08,1,0,365
23894317,75,Brooklyn, Bedford-Stuyvesant,2281.25,40.67638,-73.91106,Cute Private Bedroom in Brooklyn,private room,Kristal,2019-06-09,1,38,2.61,1,0,365
23894403,250,Manhattan, West Village,7604.166667,40.73417,-74.00604,Chic Bohemian 1 br in the heart of West Village,entire home/apt,Daniel,2019-05-27,2,5,0.63,1,0,365
23900919,40,Brooklyn, Flatbush,1216.666667,40.6478,-73.96831,Welcoming and Beautiful bedroom in Brooklyn.,private room,Jon,2019-05-30,3,10,0.63,1,0,365
23900940,60,Queens, South Ozone Park,1825.0,40.67581,-73.82304,Room #1 With Private Shower,private room,Gregorio,2019-06-24,1,72,4.64,3,175,190
23901030,339,Manhattan, Midtown,10311.25,40.75316,-73.97163,Wyndham Midtown 45 (2 Bedroom Presidential) 5A,entire home/apt,Michael,2019-04-19,3,34,2.27,12,0,365
23901118,65,Queens, South Ozone Park,1977.083333,40.6736,-73.82092,"Room #3 Bright, Quiet, Near Race-track and Casino",private room,Gregorio,2019-06-24,2,16,1.15,3,180,185
23901252,269,Manhattan, Midtown,8182.083333,40.75307,-73.97162,Wyndham Midtown 45 (1 Bedroom Presidential) 3A,entire home/apt,Michael,2019-01-02,3,5,0.35,12,0,365
23901420,269,Manhattan, Midtown,8182.083333,40.75226,-73.97356,Wyndham Midtown 45 (1 Bedroom Presidential) 2A,entire home/apt,Michael,2019-05-03,3,5,0.36,12,0,365
23901526,269,Manhattan, Midtown,8182.083333,40.75293,-73.97315,Wyndham Midtown 45 (1 Bedroom Presidential) 1A,entire home/apt,Michael,2019-01-01,3,5,0.38,12,0,365
23901975,180,Manhattan, Midtown,5475.0,40.7464,-73.97987,BrightClean Studio near Grand Central (MurrayHill),entire home/apt,Ashumi,2019-06-02,2,18,1.22,1,4,361
23902562,200,Manhattan, Hell's Kitchen,6083.333333,40.76396,-73.99185,QUIET 1BR apartment CLOSE to EVERYTHING,entire home/apt,Eric,2019-05-01,4,47,3.31,1,0,365
23902905,63,Manhattan, Midtown,1916.25,40.75693,-73.97078,Shared Room in Midtown East,shared room,Bonnie,2019-06-03,1,18,1.2,1,56,309
23903645,65,Manhattan, Harlem,1977.083333,40.82718,-73.94883,It's Quiet Uptown,entire home/apt,Crystal,2019-01-03,6,2,0.13,2,9,356
